,From,To,Date,Subject,From_Name,To_Name,CurrentEmploymentType_To_List,CurrentEmploymentType_To_Unique,Subject_new,just_date,day,Time_of_day,LastName_From,FirstName_From,BirthDate_From,BirthCountry_From,Gender_From,CitizenshipCountry_From,CitizenshipBasis_From,CitizenshipStartDate_From,PassportCountry_From,PassportIssueDate_From,PassportExpirationDate_From,CurrentEmploymentType_From,CurrentEmploymentTitle_From,CurrentEmploymentStartDate_From,EmailAddress_From,MilitaryServiceBranch_From,MilitaryDischargeType_From,MilitaryDischargeDate_From,CurrentEmploymentType_Original_From,CurrentEmploymentType_To_Unlisted
927,Ruscella.Mies.Haber@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-16 11:09:00,"Good morning, GasTech!",Ruscella Mies Haber,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'],"Good morning, GasTech!",2014-01-16,16,Working hours (9-5),Mies Haber,Ruscella,1964-04-26,Kronos,Female,Kronos,BirthNation,1964-04-26,,,,Engineering,Assistant to Engineering Group Manager,2003-04-02,Ruscella.Mies.Haber@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,1984-10-01,Administration,Not unique department
928,Varro.Awelon@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,2014-01-16 11:22:00,RE: Favor - borrow hedge trimmer,Varro Awelon,['Forluniau Carla'],['IT'],['IT'], Favor - borrow hedge trimmer,2014-01-16,16,Working hours (9-5),Awelon,Varro,1986-05-05,Kronos,Male,Kronos,BirthNation,1986-05-05,,,,Facilities,Janitor,2012-10-22,Varro.Awelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2006-10-01,Facilities,IT
929,Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-16 11:36:00,Registration open: retirement planning seminar,Mat Bramar,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'],Registration open: retirement planning seminar,2014-01-16,16,Working hours (9-5),Bramar,Mat,1981-12-19,Tethys,Male,Tethys,BirthNation,1981-12-19,Tethys,2007-12-12,2017-12-11,Executive,Assistant to CEO,2005-07-01,Mat.Bramar@gastech.com.kronos,,,,Administration,Not unique department
930,Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos",2014-01-16 11:40:00,RE: Downhole prediction 2522-00,Gustav Cazar,"['Orilla Elsa', 'Azada Lars', 'Cazar Gustav']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Downhole prediction 2522-00,2014-01-16,16,Working hours (9-5),Cazar,Gustav,1986-11-06,Tethys,Male,Tethys,BirthNation,1986-11-06,Tethys,2009-06-10,2019-06-09,Engineering,Hydraulic Technician,2009-09-15,Gustav.Cazar@gastech.com.kronos,,,,Engineering,Engineering
931,Elsa.Orilla@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos",2014-01-16 11:48:00,RE: Downhole prediction 2522-00,Elsa Orilla,"['Orilla Elsa', 'Azada Lars', 'Cazar Gustav']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Downhole prediction 2522-00,2014-01-16,16,Working hours (9-5),Orilla,Elsa,1982-04-12,Tethys,Female,Tethys,BirthNation,1982-04-12,Tethys,2010-02-28,2020-02-27,Engineering,Drill Technician,2004-05-26,Elsa.Orilla@gastech.com.kronos,,,,Engineering,Engineering
932,Gustav.Cazar@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-16 11:51:00,RE: Plants,Gustav Cazar,['Strum Orhan'],['Executive'],['Executive'], Plants,2014-01-16,16,Working hours (9-5),Cazar,Gustav,1986-11-06,Tethys,Male,Tethys,BirthNation,1986-11-06,Tethys,2009-06-10,2019-06-09,Engineering,Hydraulic Technician,2009-09-15,Gustav.Cazar@gastech.com.kronos,,,,Engineering,Executive
933,Lidelse.Dedos@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,2014-01-16 12:03:00,Ha ha,Lidelse Dedos,['Orilla Kare'],['Engineering'],['Engineering'],Ha ha,2014-01-16,16,Working hours (9-5),Dedos,Lidelse,1952-02-14,Tethys,Female,Tethys,BirthNation,1952-02-14,Tethys,2008-08-13,2018-08-12,Engineering,Engineering Group Manager,2003-03-01,Lidelse.Dedos@gastech.com.kronos,,,,Engineering,Engineering
934,Albina.Hafon@gastech.com.kronos,"Valeria.Morlun@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Albina.Hafon@gastech.com.kronos",2014-01-16 12:04:00,Funny!!,Albina Hafon,"['Morlun Valeria', 'Arpa Emile', 'Morlun Adan', 'Scozzese Dylan', 'Nant Irene', 'Ovan Bertrand', 'Morluniau Cecilia', 'Hawelon Claudio', 'Coginian Dante', 'Mies Henk', 'Hawelon Benito', 'Hafon Albina']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'],Funny!!,2014-01-16,16,Working hours (9-5),Hafon,Albina,1987-06-14,Kronos,Female,Kronos,BirthNation,1987-06-14,,,,Facilities,Truck Driver,2009-09-12,Albina.Hafon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007-10-01,Facilities,Facilities
935,Cecilia.Morluniau@gastech.com.kronos,"Albina.Hafon@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos",2014-01-16 12:10:00,"Guys night out - sorry, ladies",Cecilia Morluniau,"['Hafon Albina', 'Scozzese Dylan', 'Morluniau Cecilia', 'Hawelon Benito']","['Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'],"Guys night out - sorry, ladies",2014-01-16,16,Working hours (9-5),Morluniau,Cecilia,1988-09-02,Kronos,Female,Kronos,BirthNation,1988-09-02,,,,Facilities,Truck Driver,2009-04-30,Cecilia.Morluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2008-10-01,Facilities,Facilities
936,Orhan.Strum@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,2014-01-16 12:13:00,RE: Plants,Orhan Strum,['Cazar Gustav'],['Engineering'],['Engineering'], Plants,2014-01-16,16,Working hours (9-5),Strum,Orhan,1963-10-18,Asteria,Male,Tethys,ParentCitizenship,1963-10-18,Tethys,2011-06-02,2021-06-01,Executive,SVP/COO,2003-08-07,Orhan.Strum@gastech.com.kronos,,,,Executive,Engineering
937,Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos",2014-01-16 12:13:00,RE: Downhole prediction 2522-00,Gustav Cazar,"['Orilla Elsa', 'Azada Lars', 'Cazar Gustav']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Downhole prediction 2522-00,2014-01-16,16,Working hours (9-5),Cazar,Gustav,1986-11-06,Tethys,Male,Tethys,BirthNation,1986-11-06,Tethys,2009-06-10,2019-06-09,Engineering,Hydraulic Technician,2009-09-15,Gustav.Cazar@gastech.com.kronos,,,,Engineering,Engineering
938,Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-16 12:16:00,You never get a second chance to make a first impression,Rachel Pantanal,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'],You never get a second chance to make a first impression,2014-01-16,16,Working hours (9-5),Pantanal,Rachel,1984-08-22,Tethys,Female,Tethys,BirthNation,1984-08-22,Tethys,2013-06-13,2023-06-12,Executive,Assistant to CIO,2013-10-01,Rachel.Pantanal@gastech.com.kronos,,,,Administration,Not unique department
939,Gustav.Cazar@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-16 12:17:00,RE: Plants,Gustav Cazar,['Strum Orhan'],['Executive'],['Executive'], Plants,2014-01-16,16,Working hours (9-5),Cazar,Gustav,1986-11-06,Tethys,Male,Tethys,BirthNation,1986-11-06,Tethys,2009-06-10,2019-06-09,Engineering,Hydraulic Technician,2009-09-15,Gustav.Cazar@gastech.com.kronos,,,,Engineering,Executive
940,Carla.Forluniau@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-16 12:20:00,RE: Favor - borrow hedge trimmer,Carla Forluniau,['Awelon Varro'],['Facilities'],['Facilities'], Favor - borrow hedge trimmer,2014-01-16,16,Working hours (9-5),Forluniau,Carla,1981-06-02,Kronos,Female,Kronos,BirthNation,1981-06-02,,,,IT,Assistant to IT Group Manager,2005-03-07,Carla.Forluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2001-10-01,Administration,Facilities
941,Dylan.Scozzese@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos,Adan.Morlun@gastech.com.kronos",2014-01-16 12:22:00,"Guys night out - sorry, ladies",Dylan Scozzese,"['Scozzese Dylan', 'Morlun Adan']","['Facilities', 'Facilities']",['Facilities'],"Guys night out - sorry, ladies",2014-01-16,16,Working hours (9-5),Scozzese,Dylan,1986-05-25,Kronos,Male,Kronos,BirthNation,1986-05-25,,,,Facilities,Truck Driver,2007-03-01,Dylan.Scozzese@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2006-10-01,Facilities,Facilities
942,Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos",2014-01-16 12:25:00,RE: Downhole prediction 2522-00,Gustav Cazar,"['Orilla Elsa', 'Azada Lars', 'Cazar Gustav']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Downhole prediction 2522-00,2014-01-16,16,Working hours (9-5),Cazar,Gustav,1986-11-06,Tethys,Male,Tethys,BirthNation,1986-11-06,Tethys,2009-06-10,2019-06-09,Engineering,Hydraulic Technician,2009-09-15,Gustav.Cazar@gastech.com.kronos,,,,Engineering,Engineering
943,Adra.Nubarron@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Felix.Balas@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,Vira.Frente@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,Marin.Onda@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,Isia.Vann@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,Minke.Mies@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Anda.Ribera@gastech.com.kronos",2014-01-16 12:27:00,RE: Registration open: retirement planning seminar,Adra Nubarron,All,"['Executive', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Engineering', 'Executive', 'Executive', 'Executive', 'Executive', 'Executive', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities', 'IT', 'IT', 'IT', 'IT', 'IT', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Security', 'Facilities', 'Facilities', 'Executive', 'Facilities', 'IT', 'Executive', 'Security', 'Engineering', 'Executive']",['Executive' 'Engineering' 'Facilities' 'IT' 'Security'], Registration open: retirement planning seminar,2014-01-16,16,Working hours (9-5),Nubarron,Adra,1968-06-06,Tethys,Female,Tethys,BirthNation,1968-06-06,Tethys,2007-11-12,2017-11-11,Engineering,Geologist,1994-07-08,Adra.Nubarron@gastech.com.kronos,,,,Engineering,Not unique department
944,Varro.Awelon@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,2014-01-16 12:36:00,RE: Favor - borrow hedge trimmer,Varro Awelon,['Forluniau Carla'],['IT'],['IT'], Favor - borrow hedge trimmer,2014-01-16,16,Working hours (9-5),Awelon,Varro,1986-05-05,Kronos,Male,Kronos,BirthNation,1986-05-05,,,,Facilities,Janitor,2012-10-22,Varro.Awelon@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2006-10-01,Facilities,IT
945,Orhan.Strum@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,2014-01-16 12:36:00,RE: Plants,Orhan Strum,['Cazar Gustav'],['Engineering'],['Engineering'], Plants,2014-01-16,16,Working hours (9-5),Strum,Orhan,1963-10-18,Asteria,Male,Tethys,ParentCitizenship,1963-10-18,Tethys,2011-06-02,2021-06-01,Executive,SVP/COO,2003-08-07,Orhan.Strum@gastech.com.kronos,,,,Executive,Engineering
946,Gustav.Cazar@gastech.com.kronos,"Elsa.Orilla@gastech.com.kronos,Lars.Azada@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos",2014-01-16 12:39:00,RE: Downhole prediction 2522-00,Gustav Cazar,"['Orilla Elsa', 'Azada Lars', 'Cazar Gustav']","['Engineering', 'Engineering', 'Engineering']",['Engineering'], Downhole prediction 2522-00,2014-01-16,16,Working hours (9-5),Cazar,Gustav,1986-11-06,Tethys,Male,Tethys,BirthNation,1986-11-06,Tethys,2009-06-10,2019-06-09,Engineering,Hydraulic Technician,2009-09-15,Gustav.Cazar@gastech.com.kronos,,,,Engineering,Engineering
947,Carla.Forluniau@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-16 12:41:00,RE: Favor - borrow hedge trimmer,Carla Forluniau,['Awelon Varro'],['Facilities'],['Facilities'], Favor - borrow hedge trimmer,2014-01-16,16,Working hours (9-5),Forluniau,Carla,1981-06-02,Kronos,Female,Kronos,BirthNation,1981-06-02,,,,IT,Assistant to IT Group Manager,2005-03-07,Carla.Forluniau@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2001-10-01,Administration,Facilities
948,Valeria.Morlun@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Henk.Mies@gastech.com.kronos,Albina.Hafon@gastech.com.kronos",2014-01-16 12:43:00,Union meeting,Valeria Morlun,"['Scozzese Dylan', 'Morlun Adan', 'Mies Henk', 'Hafon Albina']","['Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'],Union meeting,2014-01-16,16,Working hours (9-5),Morlun,Valeria,1981-09-22,Kronos,Female,Kronos,BirthNation,1981-09-22,,,,Facilities,Truck Driver,2003-12-02,Valeria.Morlun@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2001-10-01,Facilities,Facilities
949,Gustav.Cazar@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-16 12:51:00,RE: Plants,Gustav Cazar,['Strum Orhan'],['Executive'],['Executive'], Plants,2014-01-16,16,Working hours (9-5),Cazar,Gustav,1986-11-06,Tethys,Male,Tethys,BirthNation,1986-11-06,Tethys,2009-06-10,2019-06-09,Engineering,Hydraulic Technician,2009-09-15,Gustav.Cazar@gastech.com.kronos,,,,Engineering,Executive
950,Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos",2014-01-16 12:51:00,RE: Training opportunity,Cornelia Lais,"['Bramar Mat', 'Ribera Anda', 'Pantanal Rachel', 'Lagos Linda', 'Mies Haber Ruscella', 'Forluniau Carla', 'Lais Cornelia']","['Executive', 'Executive', 'Executive', 'Executive', 'Engineering', 'IT', 'Security']",['Executive' 'Engineering' 'IT' 'Security'], Training opportunity,2014-01-16,16,Working hours (9-5),Lais,Cornelia,1991-07-07,Kronos,Female,Kronos,BirthNation,1991-07-07,,,,Security,Assistant to Security Group Manager,2011-12-22,Cornelia.Lais@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2011-10-01,Administration,Not unique department
951,Ada.Campo-Corrente@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.tethys,Ada.Campo-Corrente@gastech.com.kronos",2014-01-16 12:56:00,RE: Recommend a good vacation spot?,Ada Campo-Corrente,"['Vasco-Pais Willem', 'Sanjorge Jr. Sten', 'Campo-Corrente Ada']","['Executive', 'Executive', 'Executive']",['Executive'], Recommend a good vacation spot?,2014-01-16,16,Working hours (9-5),Campo-Corrente,Ada,1951-11-26,Tethys,Female,Tethys,BirthNation,1951-11-26,Tethys,2013-07-14,2023-07-13,Executive,SVP/CIO,2004-10-05,Ada.Campo-Corrente@gastech.com.kronos,,,,Executive,Executive
952,Willem.Vasco-Pais@gastech.com.kronos,"Willem.Vasco-Pais@gastech.com.kronos,Sten.SanjorgeJr.@gastech.com.tethys,Ada.Campo-Corrente@gastech.com.kronos",2014-01-16 12:58:00,RE: Recommend a good vacation spot?,Willem Vasco-Pais,"['Vasco-Pais Willem', 'Sanjorge Jr. Sten', 'Campo-Corrente Ada']","['Executive', 'Executive', 'Executive']",['Executive'], Recommend a good vacation spot?,2014-01-16,16,Working hours (9-5),Vasco-Pais,Willem,1975-03-18,Tethys,Male,Tethys,BirthNation,1975-03-18,Tethys,2011-11-26,2021-11-25,Executive,Environmental Safety Advisor,2010-06-05,Willem.Vasco-Pais@gastech.com.kronos,,,,Executive,Executive
953,Kare.Orilla@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,2014-01-16 13:14:00,RE: Ha ha,Kare Orilla,['Dedos Lidelse'],['Engineering'],['Engineering'], Ha ha,2014-01-16,16,Working hours (9-5),Orilla,Kare,1964-02-29,Tethys,Female,Tethys,BirthNation,1964-02-29,Tethys,2013-07-01,2023-06-30,Engineering,Drill Technician,2005-11-12,Kare.Orilla@gastech.com.kronos,,,,Engineering,Engineering
954,Dylan.Scozzese@gastech.com.kronos,"Irene.Nant@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,Emile.Arpa@gastech.com.kronos",2014-01-16 13:26:00,"Guys night out - sorry, ladies",Dylan Scozzese,"['Nant Irene', 'Scozzese Dylan', 'Morlun Adan', 'Coginian Dante', 'Arpa Emile']","['Facilities', 'Facilities', 'Facilities', 'Facilities', 'Facilities']",['Facilities'],"Guys night out - sorry, ladies",2014-01-16,16,Working hours (9-5),Scozzese,Dylan,1986-05-25,Kronos,Male,Kronos,BirthNation,1986-05-25,,,,Facilities,Truck Driver,2007-03-01,Dylan.Scozzese@gastech.com.kronos,ArmedForcesOfKronos,HonorableDischarge,2006-10-01,Facilities,Facilities
955,Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,Nils.Calixto@gastech.com.kronos",2014-01-16 13:38:00,Conference report,Nils Calixto,"['Alcazar Lucas', 'Baza Isak', 'Calixto Nils']","['IT', 'IT', 'IT']",['IT'],Conference report,2014-01-16,16,Working hours (9-5),Calixto,Nils,1982-03-26,Tethys,Male,Tethys,BirthNation,1982-03-26,Tethys,2012-06-12,2022-06-11,IT,IT Technician,2004-10-19,Nils.Calixto@gastech.com.kronos,,,,Information Technology,IT
956,Isia.Vann@gastech.com.kronos,"Hennie.Osvaldo@gastech.com.kronos,Isia.Vann@gastech.com.kronos",2014-01-16 13:38:00,RE: Vacation scheduling procedures,Isia Vann,"['Osvaldo Hennie', 'Vann Isia']","['Security', 'Security']",['Security'], Vacation scheduling procedures,2014-01-16,16,Working hours (9-5),Vann,Isia,1986-12-13,Kronos,Male,Kronos,BirthNation,1986-12-13,,,,Security,Perimeter Control,2007-12-14,Isia.Vann@gastech.com.kronos,ArmedForcesOfKronos,GeneralDischarge,2007-10-01,Security,Security
